national_inv,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87,0.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,35.0,63.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.62,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-164.0,2.0,0.0,0.0,0.0,43.0,179.0,320.0,459.0,40.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,38.0,54.0,81.0,90.0,90.0,92.0,0.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
5.0,6.0,172.0,274.0,363.0,36.0,124.0,239.0,378.0,30.0,0.0,0.0,0.37,0.54,5.0,0.0,0.0,0.0,1.0,0.0,1.0
272.0,180.0,1620.0,2520.0,3240.0,151.0,1063.0,1780.0,2620.0,332.0,0.0,0.0,0.81,0.56,134.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.5,0.46,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.74,0.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-53.0,6.0,1344.0,2088.0,2760.0,262.0,837.0,1582.0,2453.0,212.0,0.0,78.0,0.93,0.91,53.0,0.0,0.0,0.0,1.0,0.0,1.0
5.0,0.0,69.0,107.0,145.0,8.0,22.0,46.0,91.0,22.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,15.0,24.0,42.0,5.0,13.0,23.0,35.0,0.0,0.0,0.0,0.79,0.66,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1416.0,24.0,0.0,126.0,552.0,194.0,666.0,1442.0,2339.0,217.0,0.0,0.0,-99.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18.0,2.0,50.0,82.0,114.0,8.0,37.0,61.0,97.0,13.0,0.0,12.0,0.86,0.88,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,15.0,1.0,0.0,0.0,0.96,0.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,0.0,24.0,51.0,85.0,11.0,34.0,68.0,98.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,4.0,4.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.68,0.66,0.0,0.0,0.0,1.0,1.0,0.0,1.0
99.0,84.0,822.0,1582.0,2204.0,141.0,361.0,447.0,477.0,71.0,0.0,61.0,0.69,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0
389.0,2.0,0.0,0.0,0.0,25.0,81.0,197.0,304.0,33.0,0.0,0.0,0.69,0.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
8.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42,0.36,0.0,1.0,0.0,0.0,1.0,0.0,1.0
842.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,20.0,2.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,7.0,7.0,7.0,1.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15.0,0.0,46.0,46.0,46.0,4.0,9.0,9.0,9.0,1.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3419.0,0.0,0.0,0.0,0.0,23.0,51.0,140.0,198.0,5.0,0.0,0.0,0.5,0.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,9.0,9.0,18.0,5.0,13.0,22.0,26.0,4.0,0.0,0.0,0.88,0.92,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,0.0,6.0,12.0,24.0,9.0,20.0,34.0,44.0,0.0,0.0,0.0,0.79,0.66,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13.0,0.0,42.0,70.0,112.0,9.0,38.0,84.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0,172.0,517.0,886.0,1366.0,11.0,0.0,0.0,0.94,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,0.0,26.0,53.0,80.0,6.0,30.0,56.0,91.0,1.0,0.0,0.0,0.68,0.66,0.0,0.0,0.0,0.0,1.0,0.0,1.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.76,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.94,0.97,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,30.0,40.0,60.0,6.0,15.0,24.0,38.0,5.0,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,12.0,12.0,12.0,2.0,4.0,4.0,4.0,10.0,0.0,0.0,0.77,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0
499.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,9.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,10.0,11.0,11.0,23.0,55.0,114.0,159.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7.0,0.0,2.0,8.0,16.0,1.0,8.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,0.0,0.0,0.0,0.0,1.0,12.0,18.0,22.0,0.0,0.0,0.0,0.67,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,58.0,58.0,58.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.76,0.77,0.0,1.0,0.0,1.0,1.0,0.0,1.0
109.0,0.0,0.0,0.0,0.0,2.0,17.0,29.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,0.0,45.0,108.0,171.0,6.0,10.0,22.0,22.0,1.0,0.0,0.0,0.91,0.89,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.65,0.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.93,0.0,1.0,0.0,0.0,1.0,0.0,1.0
119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47.0,12.0,73.0,168.0,268.0,36.0,118.0,263.0,389.0,34.0,0.0,7.0,0.05,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23.0,3.0,36.0,90.0,144.0,11.0,41.0,87.0,117.0,8.0,0.0,0.0,0.81,0.87,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,19.0,4.0,0.0,0.0,0.96,0.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0
330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125.0,0.0,0.0,0.0,0.0,2.0,14.0,36.0,45.0,0.0,0.0,0.0,0.88,0.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19.0,0.0,44.0,44.0,44.0,19.0,61.0,96.0,125.0,20.0,0.0,16.0,0.96,0.85,0.0,0.0,0.0,1.0,1.0,0.0,1.0
163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
98.0,0.0,0.0,0.0,0.0,4.0,21.0,43.0,49.0,0.0,0.0,0.0,0.85,0.82,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.0,0.0,48.0,48.0,48.0,26.0,48.0,48.0,48.0,5.0,0.0,0.0,0.35,0.27,0.0,1.0,0.0,0.0,1.0,0.0,1.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,27.0,27.0,32.0,2.0,11.0,19.0,27.0,2.0,0.0,0.0,0.41,0.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,2.0,2.0,2.0,2.0,5.0,11.0,35.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,0.0,6.0,10.0,1.0,7.0,12.0,17.0,0.0,0.0,0.0,0.94,0.97,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.36,0.0,0.0,0.0,0.0,1.0,0.0,1.0
165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,0.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,1.0,1.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.62,0.63,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,2.0,2.0,2.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
13.0,2.0,6.0,8.0,14.0,2.0,4.0,7.0,19.0,4.0,0.0,0.0,0.73,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.94,0.97,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
423.0,0.0,2400.0,3800.0,5000.0,563.0,1525.0,2634.0,4345.0,519.0,0.0,0.0,0.09,0.09,2.0,0.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,7.0,17.0,17.0,3.0,8.0,14.0,19.0,0.0,0.0,0.0,0.94,0.97,0.0,0.0,0.0,0.0,1.0,0.0,1.0
116.0,81.0,300.0,520.0,700.0,181.0,271.0,271.0,271.0,92.0,0.0,0.0,0.6,0.64,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,4.0,6.0,8.0,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.56,0.46,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6.0,0.0,39.0,71.0,103.0,12.0,39.0,62.0,82.0,0.0,0.0,4.0,0.78,0.74,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,1.0,15.0,15.0,15.0,1.0,6.0,30.0,35.0,8.0,0.0,0.0,0.33,0.57,2.0,0.0,0.0,0.0,1.0,0.0,1.0
14.0,2.0,0.0,0.0,6.0,1.0,12.0,26.0,30.0,0.0,0.0,0.0,0.81,0.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26.0,22.0,60.0,120.0,180.0,29.0,106.0,179.0,231.0,41.0,0.0,0.0,0.73,0.82,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,20.0,44.0,64.0,7.0,23.0,44.0,76.0,0.0,0.0,0.0,0.67,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,5.0,7.0,11.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.99,0.97,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,0.0,0.0,0.0,0.78,0.74,0.0,1.0,0.0,1.0,1.0,0.0,1.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
64.0,4.0,364.0,656.0,988.0,103.0,332.0,645.0,910.0,39.0,0.0,24.0,0.66,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5.0,0.0,9.0,19.0,29.0,1.0,9.0,23.0,29.0,9.0,0.0,0.0,0.97,0.87,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.87,0.67,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.84,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154.0,3.0,100.0,100.0,200.0,19.0,64.0,151.0,217.0,30.0,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,1.0,0.0,0.0
70.0,27.0,66.0,110.0,176.0,30.0,76.0,137.0,195.0,50.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.64,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.58,0.58,0.0,1.0,0.0,0.0,1.0,0.0,0.0
283.0,156.0,780.0,1780.0,2760.0,344.0,1109.0,2191.0,3377.0,122.0,0.0,70.0,0.98,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,4.0,6.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,0.96,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,12.0,35.0,57.0,1.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.37,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43.0,4.0,0.0,0.0,0.0,6.0,37.0,71.0,116.0,32.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.84,0.77,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,10.0,63.0,117.0,180.0,19.0,86.0,147.0,186.0,42.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21.0,4.0,0.0,12.0,28.0,1.0,4.0,12.0,21.0,3.0,0.0,0.0,0.94,0.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-2.0,0.0,6.0,7.0,7.0,8.0,9.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
10.0,0.0,0.0,9.0,9.0,1.0,9.0,12.0,14.0,1.0,0.0,0.0,0.98,0.94,0.0,0.0,0.0,0.0,1.0,0.0,1.0
53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.76,0.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5.0,2.0,0.0,8.0,12.0,0.0,3.0,11.0,13.0,3.0,0.0,0.0,0.74,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,5.0,9.0,11.0,0.0,5.0,11.0,17.0,0.0,0.0,0.0,0.77,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,12.0,1.0,0.0,0.0,0.96,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0
187.0,90.0,345.0,640.0,876.0,112.0,326.0,645.0,988.0,102.0,0.0,0.0,0.84,0.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,0.0,43.0,86.0,86.0,23.0,35.0,68.0,98.0,24.0,0.0,0.0,0.39,0.43,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,3.0,5.0,7.0,1.0,3.0,6.0,8.0,0.0,0.0,0.0,0.91,0.94,0.0,0.0,0.0,0.0,1.0,0.0,1.0
208.0,73.0,180.0,396.0,648.0,76.0,289.0,576.0,877.0,126.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.63,0.72,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.94,0.0,1.0,0.0,0.0,1.0,0.0,1.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93.0,30.0,60.0,150.0,240.0,26.0,98.0,198.0,339.0,42.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80.0,20.0,200.0,200.0,200.0,20.0,60.0,130.0,205.0,9.0,0.0,0.0,0.83,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99.0,45.0,135.0,405.0,630.0,25.0,266.0,349.0,399.0,0.0,0.0,0.0,0.33,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,62.0,110.0,170.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.62,0.62,4.0,0.0,0.0,0.0,1.0,0.0,1.0
7.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,11.0,0.0,0.0,0.0,0.95,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.86,0.93,0.0,1.0,0.0,0.0,1.0,0.0,1.0
438.0,0.0,0.0,0.0,0.0,9.0,28.0,74.0,100.0,7.0,0.0,0.0,0.84,0.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0
262.0,0.0,0.0,0.0,0.0,11.0,57.0,120.0,188.0,162.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,859.0,1552.0,1971.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.69,0.68,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.89,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,20.0,30.0,40.0,1.0,7.0,15.0,21.0,0.0,0.0,0.0,0.68,0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12.0,0.0,0.0,8.0,16.0,4.0,9.0,22.0,34.0,0.0,0.0,0.0,0.79,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,30.0,45.0,60.0,8.0,16.0,33.0,45.0,4.0,0.0,0.0,0.84,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,3.0,3.0,3.0,3.0,15.0,16.0,17.0,0.0,0.0,2.0,0.42,0.36,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.63,0.72,0.0,0.0,0.0,1.0,1.0,0.0,1.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,0.48,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10.0,0.0,83.0,145.0,214.0,20.0,58.0,70.0,70.0,0.0,0.0,0.0,0.99,0.98,0.0,1.0,0.0,1.0,1.0,0.0,1.0
7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,0.7,0.61,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,5.0,8.0,9.0,1.0,4.0,6.0,9.0,0.0,0.0,0.0,0.95,0.93,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-20.0,0.0,1040.0,1140.0,1340.0,79.0,403.0,952.0,1680.0,140.0,0.0,0.0,0.76,0.78,20.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,4.0,7.0,11.0,0.0,5.0,10.0,11.0,0.0,0.0,0.0,0.96,0.96,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.42,0.36,0.0,1.0,0.0,0.0,1.0,0.0,1.0
44.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91.0,58.0,1920.0,3280.0,4640.0,467.0,470.0,472.0,472.0,448.0,0.0,0.0,0.99,0.98,14.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,2.0,248.0,385.0,512.0,37.0,132.0,295.0,435.0,37.0,0.0,14.0,0.73,0.73,4.0,0.0,0.0,1.0,1.0,0.0,1.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.97,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,3.0,6.0,12.0,16.0,3.0,9.0,19.0,22.0,0.0,0.0,0.0,0.54,0.48,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,20.0,538.0,736.0,934.0,133.0,371.0,603.0,976.0,106.0,0.0,18.0,0.31,0.41,27.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,36.0,60.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,0.75,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
